issue,y,y_pred,result
"Hi... is there a way to do docker export <img>:<version> | docker import -but filter only the files u want? nevermind, i guess",0,0,1
"Hi, I'm trying to do some css styling on one of my components but having a little difficulty representing this logic for the ngClass. Parent Component has ngFor=let card of cards [code]. In Card Component: [code]",0,0,1
Guys is there any other place which is safe where I can turn my BTC into ETH? Tried shapeshifting and they just scammed me,0,0,1
Is there any way to debug Typescript easily? without building everything into javascript? i just want to run simple script written in Typescript and be able to debug it,0,0,1
"Hi, I am using CSVNLinesSequenceRecordReader(3) The data in the cvs files should be:1,2,34,5,6...or 123456...?",1,0,0
I need help. I have a container (nginx official image) that produces no logs,1,0,0
Where can I get help with the docker go sdk?,0,0,1
i am not very sure if the file should already be there on the given location or should i copy it from some where ?,1,0,0
"Hello I was wondering if anyone familiar with mysql2, i am trying to get momentjsobjects to work",0,0,1
"Hello, Can any body help me, env $JAVA_OPTS not work, when docker run output isError: Could not find or load main class ${JAVA_OPTS} I firgout , env var not work in ENTRYPOINT or CMD when use exec format",1,1,1
"Does it make sense to wrap logs with ""``` text"", or maybe there is something with a nice grey so people recognize it's not code more easily?",0,0,1
"Hi, I'm also having some problem running the examples. Here's the error: I installed java-1.8.0-openjdk-devel.x86_64 with yum, and I can see the version information when I run java -version.",1,1,1
Someone has a clue if preflight requests are alway sent using the http backend chain with interceptors? I'm trying to add a header to my preflight requests using an interceptor but the OPTIONS request never contains my added header. In my service I init a HttpBackend -> HttpHandler (this one adds the http header) -> HttpClient(Usign this to make the calls). The PUT request contains the added header the OPTIONS preflight request does not.,0,0,1
"wtf so 2 of my other accounts cannot send messages to gitter anymore, api replies normally but with no 'v'/version in the json reply and the message does not appear on anyone elses screen logged out / in, tested all different browsers and machines this account still works any ideas?",1,1,1
"Guys? I haven't received my coins yet... Any help? I send coins from coinbase to ethereum wallet But haven't received any yet, but it says 'confirmed'",1,1,1
"bear with me, I'm trying to understand datasets, if I call getTrain like this, does trainData get a) 65% of iter.next contents, b) all of the previous data in getTrain, plus the new data from iter.net? ie. does it add to the dataset in place.",0,0,1
"Is there a way to iterate through a massive collection using setTimeout without locking the entire UI? I have a generator which I can keep calling .next() on until it's done. I've noticed if I use a for loop my application basically comes to a complete crawl. What I thought might be better if I could somehow grab a value, do stuff to it... see if there's a next value, and if there is basically call setTimeout or some kind of delay to do work on the next value in the future. If there aren't any values, I would just stop because I'm done processing my items. if there's like a fancy smart way to do this with observables that would work too. I don't need this data like immediately. I'm just wondering what my options are",0,0,1
"It appears that Gitter does not support issuing notifications on activity in a given room, e.g. when stuff happens in the right-hand column, such as new commits or CI build breakages. Is this correct, or have I missed something?",1,1,1
Hi! Is there any way to map T | undefined to T? I tried NonNullable but it did not work :( Like so,0,0,1
"Hey guys. I have a question which couldn't get answered in other room. Can someone tell if, is it worth it to learn MEAN in 2017? (Want to learn it badly, just not sure if it's reasonable) shivkumarsingh7: so, in other words, it's still worth and no reason to not do so?",0,0,1
"hey, someone has experiences with Modem.Js (npm install modem) ? asmewada: thanks, my problem is that i can't received sms on my modem (huawei), but i can send sms :) i've already seen the docs and i don't found a solution :/",1,1,1
"Hi, can someone explain me, is there way to use PageFactory when I write tests on C#?On Java there is: PageFactory.initElements(new AppiumFieldDecorator(driver), this);but on C# AppiumFieldDecorator is not recognized",0,0,1
what is the network mode in docker.compose.yml file *docker-compose.yml,1,1,1
I'm running geth --fast for the first time. Been going for over three hours now. Is that normal? and it's downloaded 15 Gb of data. This can't be right. How long should geth --fast take ??,1,1,1
"what could i have done wrong when INDArray lables = dsTest.getLabels(); always gives back [1.0,0.0] for two classes, even though half of the times the second label should fire?",1,1,1
Can winston separate log files by day ? Maybe I'm not understood. I want to generate a new log file on my server by day .,0,0,1
"Hello guys, Why are there no suggestions for events in the html ""(click,...) by using ""Angular Language Service"" (default Ivy) in VS code? When I use View-engine option, than it works. (Angular 12.2.0) Thanks in advance.",0,1,0
"here, I am using angular v12, and I suddenly ran into an error while trying to run my unit test: Error: error TS2307: Cannot find module './input.component' or its corresponding type declarations. I believe this has something to do with the tsconfig.json specifications. I tried ""include"": [""src/***/*.ts""] but still the same error. Any immediate help is appreciated as i am unable to proceed further!!",0,0,1
"can anyone please tell me how can i fine tune also the MultiLayerNetwork, I saw the examples of tuning the MultiLayerSpace. but the Multilayer network does not accept the same input as MultiLayerSpace",0,0,1
"Is there Windows container for Docker thanks, need to run Wins apps on my Mac",0,0,1
"I'm working on converting some code to TypeScript, and having some problems. I think I've managed to find a minimal reproducer: . It seems like this syntax should be legal, but it isn't. Am I missing something? Oh wait, I think I found an issue that explains this ( ). Still not entirely sure I understand why I need an explicit cast, though",0,0,1
"hi, I add a histogram iteration listener using the following code: [code]; here is the output of console: dropwizard.yml has an error: Unrecognized field at: template. what should I do? Thanks for your attention.",1,1,1
Hi everyone is this chat active? i want to run a node_module step by step how do i debug a node_module that i downloaded from the internet can somebody please help me,0,0,1
"Hello, i have a little problem.When i am trying to run tests via console apium, i have this error. When i am starting via Apium Desktop, everything is fine.My apium-doctor:",0,0,1
"Hi, in angular there's this databinding in the HTML using the hashtag that creates a local variable [code] like the movieplayer variable I was wondering how can I access the variable in the typepscript file?",0,0,1
not able to access the github.com from docker container when i try to access golang packages Should I set username and password within dockerfile?,0,0,1
"Hi to everyone, I can't resieve test ETH, I was try but get nothing",1,1,1
"I sent ETH from my coinbase to my GateHub, I haven't recieved it on GateHub, How can I trace that fund? I went to etherscan, it shows my transaction but I can't figure it out where is the fund! Do they have any customer service contact? roninkaizen: I contacted coinbase, they said they can't do anything with the sent fund! I do not know what to do:(",0,0,1
"hi there , can some1 help me with my ethereum wallet issue 3esmit: hi,i just download my wallet few hours ago and it just stop downloading 731,591 of 2,753,163 3esmit: i just want my wallet to complete sync",0,0,1
how do I transfer my coinbase Ether to my Ethereum desktop app wallet lol Coinbase*,0,0,1
"I'm having issues with react-router-dom and typescript if anyone can help me with this issue export default withRouter(connect( mapStateToProps)(Detail));Typescript is throwing an error that prevents me from injecting the component to my Routes never mind, figured the issue out",1,1,1
"Hi Tehre, I am new at 'Ethereum Wallet'. Yestereday I transfered some Bitcoins to ETH viaShapeShift. OnEtherscan.io, my address has the right amount of ETH. But in my Ethereum Wallet the balance is still 0. The transfer is 9 hours ago. What might be the reasons that my Ethereum Account is still 0? Running on Mac.Thanks",1,1,1
"Hi everyone, I'm building an angular library, where all the controls have their own modules. How can I namespace properly each control? Previously, before Ivy, we could do something like this: [code]; but with Ivy, this will throw an error sayin that ""asd"" component is not exported. Could anybody give me a hint how transform this properly that Ivy recognize what it needs? ""Value could not be determined statically"" will be the new error message using that approach. I created a github repo: [link]. if somebody could help me out, I would really appreciate it",0,0,1
"Good morning from Spain! I am wondering if anybody has tried using Npm Workspaces in Angular. My project is divided into many libraries in separate repos and it is a pain when you have to work in 2 or 3 dependant libraries at a time and test it in the main SPA, because npm link not always works as expected. I am thinking on creating a workspace project and arrange all the folders inside so I can make changes into any library and have hot-reloading in the main SPA, but I dont know if that is going to work due to the particular structure of the libraries projects in Angular. Any feedback is welcome! Thanks!",0,0,1
"Hi there, I have some troubles using appium as remote selenium server and downloading the apk over a ssl connection with a self signed certificate. It claims, that it can't download the app over http with a self signed certificate. Is there a property I can set or an environment variable to get rid of this error.",0,0,1
"Hello Guys, I did implemented angular web component, some how i see this error RangeError: Maximum call stack size exceeded at v.<computed>.get (web-component.min.js:1). That would be great if you could let me know your opinion and suggestion",0,1,0
Is there some way of a) using .load without pumping the file contents into the REPL session history? b) filtering history navigation by what you type like IPython?,0,0,1
Has anyone else noticed that Alt-clicking timestamps to insert links into the chat input field stops working periodically? Restarting the Gitter client (I'm using the desktop client) fixes the issue. I'll check the Console next time and see if an error is generated when it fails to work correctly.,1,0,0
"guys, anyone else facing problems with the ethereum wallet not synching/starting? :-(",1,1,1
"Im trying to replace my brew docker instance with a dockerized version - i can start the container - and see my data from within the container - but when i try and access it on the exposed port on os x - i get connection refused docker. postgres:9.5 database psql -U rightisleft -d mydbpsql: could not connect to server: Connection refusedIs the server running locally and acceptingconnections on Unix domain socket ""/tmp/.s.PGSQL.5432""? docker ps -a show it active with the following ports - 0.0.0.0:5432->5432/tcp",0,0,1
"Is it no longer possible to get a gitter URL that mirrors your github URL, or is there some different way I should be doing this? Example attached Somewhat related, trying my project name without my Github username is a no go, even though the URL is not taken. Any idea why?",0,0,1
Does anyone know if it is possible to trigger an animation to a parent div when an *ngFor is changing. I currently have the animation looking like this: [link]. Iteration and Speed are outside of the *ngFor and the animation is currently set to each element in the for loop. It would most likely look better if I can get to fade everything out and in again.,0,0,1
How can I build rl4j from source and install 1.0.0-SNAPSHOT that references 1.0.0-beta3 dl4j and nd4j jars? I was trying this:mvn install -DskipTests=true -Ddl4j.version=1.0.0-beta3 -Dnd4j.version=1.0.0-beta3 After referencing rl4j version 1.0.0-SNAPSHOT in my project it still tries to pull dl4j and nd4j SNAPSHOTs,0,0,1
"Hi, i'm using sbt but cannot import cuda and spark dependencies for snapshot. All other deps are ok. ""0.8.1_spark_2-SNAPSHOT"" doesn't like it. yes of course. %% adds scala version. Even if I add it manually like this, still can't import.",1,1,1
I can't seem to add the deeplearning4j-zoo dependency in the image classification tutorial,1,1,1
Is there a possibility to run cuda 8 backend on compute capability 2.0 device? Just asking because my alternative to GTX 570 is 8 years old Core 2 Duo :/,0,0,1
"Hey folks, I have a question regarding RxJS. I need to implement a loader of sorts providing totalCount, loadedCount and all results and works with a Subject. The problem is that is needs to clear the state every time a new array of images is emitted on the imagesSubject and I can't for the life of me figure out how I get it to work. [code] I initially followed the [link] recipe but that assumes the observables finish which in this case they don't. Does anyone know how to solve this properly and could help me out?",0,0,1
"Hi, when I am trying to apply class dynamically inside ngfor like code where i is index. it is messing up my material css i.e I am not able to find any material css on the component. button looks like plain HTML button. The same is happening with other components like input as well. I am using Angular 7. any Explanation why that was not working?",0,0,1
where can i buy and save my ethereum coins?,0,0,1
"If I'm using NumberedFileInputSplit, is there a way to tell the model to ignore one of the columns in my csv files?",0,0,1
"Hey guys, does anyone in here use tslint with webpack? I'm trying to get TSLinting as part of my build process, but I can't get it to report errors. The linting works great inside of vscode - so my tslint.json config is fine - but I can't get any plugins to do anything during webpack compilation",0,0,1
plss frds i need help i just downloaded ethereum on window 10 32bits plss what do i do nxt after lunching it...because it satrted loading,1,1,1
"Hi there, I have a problem to get the 0.4.1-SNAPSHOT version. No problem to get the stable version 0.4.0. Snapshot repository is set up as well. Is something missing? Alright, thanks for the info. Is there a date when 0.4.1 becomes stable?",1,1,1
"Hello. I just ported my testing servers from linux/window to OSX (mac), and I'm having issues with auto GrantPermissions(more details: ). Any help/pointers would be greatly appreciated. Thanks in advance :) Afaik appium runs through xcode for iOS devices, so you have to run the tests on a mac.",1,0,0
"given the following code, is it possible to access the'a2'argument to@decorator('a2') as a type?",0,0,1
Hello I have a question. I'm starting on Angular Animations I want to implement some good transitions in my website. My current component structure is [link]. And I want to implement something kinda like this: [link]. I managed to make a transition between Login and Register (Since they are on same parent component 'Guest'). But Between Login -> Dashboard is another story. Or do you recommend another structure or an explanation to make it work,0,0,1
How do you import a pipe from a different module? in my FirstModule I've got the pipe in declarations and in my SecondModule I've got the pipe in providers. If I do that I get some stack errors ... Actually nvm .. I think it's cuz I'm importing the entire module,0,0,1
"Hi all, I have a dependency ""fe-base"": ""git+ssh://git@git.91power.com:3322/tech-yqh/fe-base.git"" in package.json, when I execute ""npm install fe-base"" in terminal, it throw error",1,0,0
Hello All I have one doubt I have given time as 10sec and within 10 sec our test case is failed then how can we add multiple time on same test case is there any way to add multiple time like if our test is not executing in 10 sec then again its wait 10sec,0,0,1
"Hi,I'm using python. Is there a way to copy and paste text and Unicode from appium?send_keys only allows numbers.",0,0,1
"Hi All, I am trying to automate upload pdf documents functionality in webview on my android app . Can I use sendKeys just like we do for web browsers? Or have to click and go thru the normal process? I tried sendKeys but it looks like it is not working.",0,0,1
Hello someone should please help. I continue receiving this error code while trying to use node.js on command prompt. Could not find files. It like a missing extension,0,0,1
"hello guys I need a hand. I've a project running on windows without no problems. I want now run on a unix machine, waht I've to change? when I try to run I've got some error,s I think was miss native libraries perhaps I've a folder with all jars and I'm starting it with a .sh file.",0,0,1
"Hello everyone, is it not possible to have a squashfs volume ? docker volume create -d local -o type=squashfs -o device=$(pwd)/pia.squashfsand then mounting the volume inside a container fails withblock device required",0,0,1
"Is there a way to use ""let-"" syntax with complex objects? Say I have the default context going into `let-data` and I would like another one which reaches in to `data`. So I would want something like `let-two=""data?.one?.two""`. Or is even better, being able to skip the `let-data` entirely and have `let-two=""context?.one?.two""`?",0,0,1
Hello! Maybe that's a really quick one: How to compare/assert NDArrays in C and F style with each other? So I want to check arrays (different style) if they contain the same values I have spend considerable time now and don't really get it to work Thanks in advance!,0,0,1
"Has anyone set up wordpress and use nginx as a reverse proxy through docker? I seem to have issues when I attempt to use the nginx port, it doesn't give me a wordpress site MakanTaghizadeh: Im attempting to have nginx on a container, then have wordpress in another one MakanTaghizadeh: so If I want a docker stack to be SQL, PHP, WP, and Nginx the best route is to have PHP&WP in container 1 SQL in conaitner 2 and Nginx in container 3? and use php to talk to NGinx?",0,0,1
"I updated my profile pic on gitlab and I see the updated image in the chat pane (the updated one has a purple background) but in the top right (account section) I see the old image still (the old one has an orange background). Has gitter cached the old image? Will it ever update? It's really bugging me. Also when I click my pic in the chat pane, the popup has the old image in it. Anyone else seeing this for me? Where I said gitlab I meant github MadLittleMods: This is what I see, I have tried logging out logging in, deleting and recreating account etc... why thank you ;) I recon it must just be a caching issue, I imagine that it will all sort itself out over time",1,1,1
"howdee. i'm the fool use case who doesn't understand how to deploy angular build output for a component only. the use case is i want to write not a full angular app with routing, and services in the root, but entirely self contained modules i can distribute from package management and consumers can just deploy the javascript file and get fancy PART OF THE ui generated by angular. please advise",0,0,1
"I'm very new to angular (not really a front-end developer), and I have a significant performance problem, which is ironic given the subject matter of the page I'm working ona anyways, I'm probably doing something dumb, but I'm not sure what. The site is at [link]. As you can see, it takes a very long time to load. The data downloads quickly, the problem comes after [I set a property] (which, to be fair, *contains* all the data) on a component. I don't think it's that my templates are overly complicated; I actually saw the problem right away when my theme just output a simple string. If anyone who actually knows what they're doing could take a quick look I'd appreciate it.",1,0,0
Hello everyone. I am running into an issue using nodemailer for sending emails from a contact form using gmail OAuth2. Here is a link to my Stack Overflow post. Any help would be greatly appreciated!,1,1,1
"Hi, running example word2vecrawtextexample.java, gives dropwizard error: unrecognized field at: template. Removing template and defaultName field from dropwizard.yml solves the issue. So was wondering, is it a bug?",1,1,1
"Hey guys, I was working on automation and I updated to xcode 11 and using iphone 11 - iOS13. For some reason automation can't even sendkeys to a textbox anymore. But it can bypass the first pop-up that I need to click on. Anyone have any advice? nvm figured it out its because iphone 11 has different access ids.",0,0,1
"Hi. I'm a little confused about attr.attr-name template syntax. Is attr.attr-name allowed without square brackets? Stackblitz illustrating my confusion: [link]. More context: I'm trying to localize an interpolated aria-label -- something like [code] -- but it's not showing up in my .xlf file, so I'm working backward through assumptions to see what I'm misunderstanding, or if there's a bug somewhere. [code] is rejected by the compiler, which is why I'm using attr syntax to begin with.",0,0,1
"michione Hi guys, does anybody know how to build an executable with pyinstaller in a windows docker container? Is it possible to start a windows container in Linux?",0,0,1
"Hi All, any idea how to get the device locale in iOS? wswebcreation: language and region wswebcreation: I thought we can set this on android only...does it work on iOS too? wswebcreation: Yup...did this way...but it doesnt change the locale",0,0,1
"Hey guys, how can I enable live-reload in my docker-container?",0,0,1
"Facing below error: The method setCapability(String, String) is undefined for the type DesiredCapabilities priyankshah217: : Pls help me",1,1,1
How to setup Cors policy in angular/alfresco while calling alfresco share Rest Api in angular don't end? Please take note of following points that was already tried out: Alfresco(exposed at localhost:8088): Have configured filter for tomcat(in Alfresco) as in this post. filter issue: No 'Access-Control-Allow-Origin' header Angular(exposed at localhost:4200) : Have setup application to work with proxy to access 8088 [link]. After trying both still get the CORS error as following: Access to XMLHttpRequest at [link] from origin [link] has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. Any suggestions ??,0,0,1
"I get in response multiple JSON objects like shown below: [code]. At the moment I parse it in this way: [code]. However it is not a perfect solution because when there is a change of order or a field is missing, everything stops working. Do you have any ideas on how this could be done in an optimal way?",1,0,0
Hi Guys !! I'm trying to automate a test App using appium (v 1.6.5 - local / desktop version) in which I observed the following error : Can someone help kindly Asimk21: : Yes ! i'm passing the correct element id Asimk21: : Let me share the code with you @Asimk21 : I've done the same -- I think I missed mentioning it. I just now changed it to xpath too as above - still getting the sameelement can't be located Asimk21: Will give a try and revert back,0,0,1
Hi Should i add the nd4j-jblas to my pom.xml file if I want GPU suport?,0,0,1
"Hello, Gitter! My name is Ionut (written with an ""i""). I checked the topics and this problem doesn't pertain to any of them. I tried to install the Gitter desktop messenger app. Upon scanning it on virus-total.com it came up with 2 VIRUS warnings. Even if it is a false positive, I'm not inclined to install it. Too bad because I checked the Chrome Task Manager & this webpage takes 158.000 of my RAM. I want to keep it open all the time but can't due to hungry RAM usage. (will leave the window open, however, if someone replies to this issue ? ) in the upper right corner you have this button select Notifications select the last option Mute: notify me .....",0,0,1
Hi - Is there a Pearson Correlation version of the Loss Function available in DL4J? if not - anyone has been looking at it in the community? Many Thanks,0,0,1
"What was the reasoning behind the design choice to force function type annotations to have argument names? AKA(a: number) => string, where as flowtype allowsnumber => string. Haha. Best practice question: I have a function that takes string | Array<unknown>. I want to name this type, and make it generic so the array can be typed. I've come up withOrderedEnumerableType<V> = Array<V> | TextType. However, this seems confusing since V can't be applied to TextType, but is required. Does that make ""sense""?",0,0,1
"Hi guys, please help me out, I keep getting the error below.... throw err; Error: Cannot find module at Function.Module._resolve",1,1,1
I'm having a hard time finding a python function to wait for an element to be gone before moving on.Any suggestions? or links,0,0,1
"I have site1.com, site1.com ... site*.com runing on their own container, how to config all these containers all listen to port 80? just like apache vhost so i have to install nginx on the host machine ? or one of the image ,say site1.com let me have a look at the *.yml file?",0,0,1
"I have a docker image with ssh server (open ssh). Runs on a non-default port 9911. First login succeeds, but when I try second login with the same user I get ssh_exchange_identification: Connection closed by remote host. I think this issue exists only when ssh runs in docker Maybe somebody know more info about this I have a wp system that has a folder insidewp-content. This folder is a docker volume, which is also mounted in an ssh container, so users can upload stuff with WinSCP I dont want users to access the host machine, they just access the isolated docker container with sftp / ssh",0,0,1
"hey guys?I want to install android-x86-6.0-r1.iso with qemu, but I have not been successful. who can help me or give me some suggest? thanks",0,0,1
where can I find information about the new local transform? Everything I see seems to still be using spark,0,0,1
"As you can see the previous select query will result a reversed order of the objects. What is the fastest and easiest way to revert this order again? Ideally I want to order on a certain column again. The easier thing I can do is using results.reverse() but that could be sometimes enough, unless I want to order by some column again (and no I can't use SQL for this, since the order the IDs already needed for good performance pagination of my data from the database)",0,0,1
"My node is up and running on linux with a xeon X3220 8G ram and a Samsung 850 pro SSD for storage of chain data, works fine but last night at around 20:30 it spent more than 7 hours between block 3868847 and 3868849, eating up a lot of cpu, would like to understand why? Pls specify dest adr It's normal that the balance does not show up on your node cause it's not up to date, what machine are you usign, you need a decent CPU? Should your balance be 1 eth?",0,0,1
"Any idea how do I set appium configuration through code line @majdukovic Thanks for this info, i'll do a tryOne more question: Are seeing appium settings pops up everytime on simulator while executing a test ? I'm getting this error:Error occured while starting App. Original error: 'com.sample.android.activity.SplashActivity' never started""},""sessionId"":null}"". The above activity is my launch-able activity, I can see the splash screen is pops up but why appium is throughs this error?",0,0,1
"The problem with .net is that was a propietary platform, very closed so many people starting in source code projects just didnt get involved plus many restrinction the .net core has",1,0,0
"hey guys, i can't send any eth with my mist wallet, but im up to date to latest block..",1,1,1
"Hi, when running Word2VecSentimentRNN.java I got an error ""No CUDA devices were found in system"", what should I do? Do I really need to have CUDA device installed If I just want to run the Word2VecSentimentRNN.java example ?",0,0,1
Getting errors when execute following code:((TakesScreenshot)driver).getScreenshotAs(OutputType.FILE);Configurations:MAC OS: macOS 10.12.6,1,1,1
"What might be the reason for npm run build to not be able to find specific scripts with CICD runuser, but to work fine as root? ljharb: , package.json scripts, e.g.: ""build:android:someapp-test"": ""cross-env BUILD_ENV=someapp-test ionic cordova build android"", then trigger by npm install / npm run build:android:someapp-test running 8.x lts on ubuntu 16.04 docker",1,1,1
Hi guys i have problem with resolver and guard Should i prefetch data on guard since it the first being called? i have a guard that check if has permission to view a certain element. but when the page reloads data is gone and i need to prefetch the data,0,0,1
"mmm, i was just removed from the docker org, i was part of it so that i can make changes to gordon. any way of getting access to gordon back?",0,0,1
hello guys I am getting the following error in a nodejs project any ideas? problem solved,1,1,1
"Anyone here able to help me out with an ENS registration? I got half way through the process on myetherwaller.com and somehow managed to close the confirmation popup ( - random example I found) before I could click Yes I am sure. I did copy the bit it told me to save, but i can't tell if anything went through",1,1,1
What languages are everyone using for writing tests? MochaJS? Ruby? Python? What do you think is best? What languages are everyone using for writing tests? MochaJS? Ruby? Python? What do you think is best?,1,1,1
"hello guys , i have big problem i don't even catch the problem where : [code]. it was working fine , then today i got weird behavior fetching data is fast and normal but it dosn't show up on html page , guess what ! i need to just scroll to appear ! its so weird",1,0,0
is there a way to get a DataSetIterator from a Word2Vec instance?,0,0,1
"I have a challenge that I'd like to get yalls insight. I've received much help from here and I greatly appreciate it. Thanks in advance. I am building a web app for used car dealers. In the used car dealer world, there are many many reports and forms they are required to print. Right now, I am working on the first report: Buyers Guide. The Buyers Guide has some information regarding the vehicle. The gov provides a PDF fillable form here: (no, this is not spam). I'd like to be able to fill out the form with the data from our web app and print out the PDF. I was looking for packages and found this one. The only thing is that we want to store the report somewhere, we don't want the user to have to upload it. Additionally, I guess I just don't know how to set up this package. My question: has anyone ever done this, and if so, how?",0,0,1
"Then my question is how do you get that to work? Do I need to have my production file in a module? Alright I'll try this again, but every time I do, I get a loop of compiler errors and I can't figure how to resolve them that's a good way of doing it I think I'm a tackle one thing at a time my first step will to be to run my unit tests in browser mode",1,0,0
"Every time I try to downlaod 1.8.2 Wnidows I get ""Failed - Network error"" Is anyone else having this problem? THey start downloading then fail.. at different times. So Im using Chrome.. Click on the download options and you can 'Resume' Had to resume about 8 times and it finally downloaded it. Strange.",0,0,1
"Hi all. I'm in a bit of a weird situation at the moment, and can't find any solutions in the Gitter documentation. Some time ago we started a Gitter room around a group Github user (SARSky). That worked fine until we converted that user to an org on Github (which removes it as a user to log in). Ideally we'd now like to start fresh with a Gitter room based on that org, but we can't access the old one any more, and would like to use the same name for the room. Any ideas? MadLittleMods: Thanks, that'd be great. I've changed org membership to public. We don't mind if all the messages are lost.",0,0,1
"Hi everyone, I want to implement fingerprint authentication in angular. I have a device which is connected with my laptop but I am unable to get fingerprint data with it. I don't know how to implement this. Kindly help me.",0,0,1
"Hi, I'm using the SNAPSHOT version of the distribution to fix an issue with reset being called on a sequence reader where the features and labels are in the same file. Not sure if there is also an issue when calling eval.eval(test.getLabels(), output); on the dataset that has been run through splitTestAndTrain as I'm getting the following error: Exception in thread ""main"" java.lang.IllegalStateException: Unable to get number of of rows for a non 2d matrix",1,0,0
"hi folks, I am new to using docker and I have a chicken-and-egg problem. Mydocker build -t myproject .command requires access to postgres, because I am generating code based on postgres schemas however, it looks like if I set that up usingdocker-compose.yml, it needs to be published. For it to be published, it needs to be built What am I missing here? I think I can't do the latter, because the schema is managed via migrations and is subject to change could you clarify the first sentence?",0,0,1
"Is there any recommended paper for implementing POS, NER, etc.? besides the one implemented by syntaxnet",0,0,1
hi i am not able to launch appium after upgrade node version 10.0.0. TypeError: frame.getFileName is not a function at isInsideNodeModules (internal/util.js:360:28),1,1,1
would it make sence to also have a look for socket.io for performance? dont know lot about it - just heard realtiime fast bla bla,0,0,1
"Hi, I am looking for maps for my angular app (particularly a free one), any better alternatives to google maps - Usage - jus want to display the markers of few places where my images are taken... Any views will be really grateful",0,0,1
is it possible to use MultiDataSetIterator for multiple inputs with MultiDataSet? as RecordReaderMultiDataSetIterator does,0,0,1
"Hello! So, after we launch our cryptocoin (with ""minting"" features), how do we actually mint the coin once it's live?",0,0,1
"hey guys! I was wondering, as I could not find this information anywhere online: is there a cap on the amount of the Ethereums? And if there is, what is it?",0,0,1
total newb question... I transferred out some Ether to a trading service and yet my local wallet still hasn't updated (that the withdrawal occured)... any idea why?,1,1,1
"Hi, I was trying to create a room for the ""Angular"" community, but I press the button and nothing happens, I check the console and: I'm not a member of the ""Angular"" team. I need to be a member of ""Angular"" to create separate room for that community? There's a lack of UX possibly due to that error. Yes, I tried to refresh the page. that error trigger every time I type on the name input form or click ""create""",0,0,1
"Hey guys, I'm getting 'Process finished with exit code 2' when I run model.fit(dataset). I can't figure out why. I'm running version 0.4-rc3.10 (dl4j and nd4j)- POM is same as dl4j-examples POM. I wasn't having this issue yesterday, and today I've tried running a snapshot of yesterday's working code, and now model.fit(dataset) is returning exit code 2 and not finishing execution.Any ideas? What is exit code 2??",1,1,1
"So I'm trying to launch an application on a real iPad using Selenium Grid, but no matter how I fix code signing issues, I still run into this issue when running test written in Java: Here are my capability settings:Java: .Json file: Am I possibly missing something?",0,0,1
"having an issue in a reactive form with it not disabling on startup... [code] inside a formbuilder group. Is there something else I should be doing? I check the breakpoint and it shows the formcontrol status is Disabled but it still is enabled when you click on it. @BertrandMarechal yeah, I think there must be a bug with it. I had to disable it manually in the ngInit method...",0,0,1
I want to update form but I am getting error of bad request. is there anyone who can guide me? update method [code]. Service PUT method [code].,0,0,1
Is anyone here using Rancher currently?,1,1,1
"HI everyone, How can I generate angular documentation after apply any markup described in [link] page??? Y understand how to use <code-tabs> and <code-pane> for example, but i can't find how to generate doc after that.",0,0,1
"Greetings where should I send a feature request for http interceptors. I would like to pull the headers from the original request and in the interceptor provide them in the body for another request that will be sent to the proxy however, the headers map is private , it would be great if I can at least get a copy",0,0,1
why can't create a community for an org? what does the error icon mean?,1,1,1
"hi folks, what are the best metrics to consider for your container footprint in terms of memory, cpu etc how would you measure it?",0,0,1
Hey guys I have been having trouble with how to set up any software for mining ether can anyone help me ? I know how to start mining and I already have an ether wallet I am having trouble with downloading the software I seem to be constantly downloading the wrong software please help?,0,0,1
Hi Any idea why the auto focus is coming in angular material menu [code].,1,1,1
"Just to make sure I have this right, if I want to copy a multilayernetwork, does new MultiLayerNetwork(configuration, toCopyMLN.params()) work?",0,0,1
"Good morning everyone, Is anyone having problems using touch actions with the iPhoneX? rahulkulkarniyahoo: no unfortunately. I have a feeling my problems has to do with the difference in pixels between iphoneX and iphone 7 plus",1,1,1
"hi all.. it is possible to pass a method/function via *ngTemplateOutlet which can be called in ng-template? if I pass it as context: {myMethod: componentMethod} and call it in ng-template, it doesn't work. how? let me provide an example really quick",0,0,1
hi i am trying to setup with the lfw example but i am getting a nullpointer like this:,0,0,1
"Hi, I am using `valueChanges` to track a form control. This works just fine. But when I am passing the same FormGroup through router and setting the values, this event is not triggered. Can anyone suggest what is the issue here?",0,0,1
"hello good people I'm messing around with the @Host resolution modifier. I implement two examples: 1. A directive requesting a service from the component that it lives on 2. A component requesting a service from it's parent component I understand the behavior of this modifier, but I dont quite understand why it works that way. I found some articles about element injectors but the vocabulary was too heavy for me. Can anybody explain to me like im 5, how the @Host resolution modifier and the element injector are working? How are they related ?",0,0,1
Anyone familiar with Hexo? It uses stylus and I'm trying to figure out how to get some basic styling going.,0,0,1
"Is there anyway to let custom bridge networks through the firewall on centos? Everything using docker0 as the interface is fine to query the host at, everything on a bridge network times out. I'm using firewalld",0,0,1
